premise,hypothesis,label
People unloading goods from a truck.,"The teachers are outside, unloading notebooks.",1
"A young child dressed in a yellow plaid shirt and a blue hat, sits and stares out at the water.",The adult is swimming in the water.,2
"A young child dressed in a yellow plaid shirt and a blue hat, sits and stares out at the water.",The child is staring at the water.,0
Two men having an intense discussion over drinks.,Two men are silent.,2
Two men having an intense discussion over drinks.,Two men discuss something intense.,0
A large group of youths in similar red and white outfits play musical instruments in a stadium.,The people are performing on the floor.,1
A large group of youths in similar red and white outfits play musical instruments in a stadium.,The people are performing.,0
"Two men dressed in white shirts button down shirts, white hats, with blue scarves tied around their necks",The two men aren't wearing scarves.,2
"Two men dressed in white shirts button down shirts, white hats, with blue scarves tied around their necks",Two men are wearing blue scarves.,0
A kerchief-wearing man is sweeping debris at an event.,The event created a mess.,0
A kerchief-wearing man is sweeping debris at an event.,The event is tomorrow.,2
A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.,A man talking to a group while holding some sort of probing device as they look on and smile to be polite.,0
A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.,A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.,2
A man with sunglasses is helping a child with sunglasses slide down a slide.,A dad with sunglasses is helping a child with sunglasses slide down a slide.,1
A man with sunglasses is helping a child with sunglasses slide down a slide.,No one is helping a child with sunglasses slide down a slide.,2
An old man with a red scarf reading a newspaper on the subway.,The man is wearing a scarf on the subway.,0
An old man with a red scarf reading a newspaper on the subway.,The woman is wearing a scarf on the subway.,2
little girl walking with purse and doll,The little smart girl is walking.,1
little girl walking with purse and doll,The little girl is walking.,0
A group of children are playing on swings.,Some forms of life.,1
A group of children are playing on swings.,Some aliens.,2
A woman wearing a purple dress and black boots walks through a crowd drinking from a glass bottle.,The woman is drinking from a glass bottle.,0
A woman wearing a purple dress and black boots walks through a crowd drinking from a glass bottle.,The woman is drinking from a big glass bottle.,1
"A couple of african children are wearing balloon hats, and are gazing at something.",The children have part of their head covered by red balloons.,1
"A couple of african children are wearing balloon hats, and are gazing at something.",The children have no part of their head covered by balloons.,2
A person sitting outside facing a mountain sitting on a bench.,An orphan is sitting by a mountain.,1
A person sitting outside facing a mountain sitting on a bench.,A person is sitting by a mountain.,0
"A woman in a black shirt sitting behind a booth with a sign that reads ""Programmes & Ice Cream.",The woman works for the theater.,1
"A woman in a black shirt sitting behind a booth with a sign that reads ""Programmes & Ice Cream.",There is a woman near a sign.,0
"Two guys, one wearing a Hawks jersey and the other wearing a Bulls jersey, are playing basketball.",Two men play with a ball for hours.,1
"Two guys, one wearing a Hawks jersey and the other wearing a Bulls jersey, are playing basketball.",Two men are playing a video game. ,2
"Little boy about 5 or 6 years old wearing dark blue, dripping wet in either a lake or river.",An  old man is swimming in a lake or river.,2
"Little boy about 5 or 6 years old wearing dark blue, dripping wet in either a lake or river.",A 5 or 6 year old boy is swimming in a lake or river.,0
A surfer in a blue wetsuit catches a wave while spectators watch in the foreground.,A pro surfer is in a blue wetsuit,1
A surfer in a blue wetsuit catches a wave while spectators watch in the foreground.,A surfer is in a blue pyjama,2
the little boy sitting next to the girl is covering his face with his hand.,A girl has covered her face.,2
the little boy sitting next to the girl is covering his face with his hand.,A boy has covered his face.,0
Students attend a math lecture at university.,The dumb students are at the university.,1
Students attend a math lecture at university.,The students are at the university.,0
A man taking a cellphone picture of a woman in white on a crowded street.,A man takes a picture of a woman.,0
A man taking a cellphone picture of a woman in white on a crowded street.,"The man taking the picture on the street, is married to her. ",1
Two young boys play with a puzzle in a classroom.,Two children solve a puzzle in class.,0
Two young boys play with a puzzle in a classroom.,Two little girls play with barbies in school.,2
"A black man with sunglasses on his head, wearing a brown apron with a knife in his hand looking at chopped up food.",A man with sunglasses looking at chopped food.,0
"A black man with sunglasses on his head, wearing a brown apron with a knife in his hand looking at chopped up food.",A white man with sunglasses looking at chopped food.,2
